Ra	Dec
268.6573073	-2.763745523
267.1119358	-3.531462191
265.5051707	-4.325610672
263.8330386	-5.146699687
262.0912719	-5.995096936
260.2752944	-6.870987974
258.3802107	-7.774327179
256.4007999	-8.704779813
254.3315171	-9.661654306
252.1665042	-10.64382404
249.8996155	-11.64963834
247.5244609	-12.67682296
245.0344747	-13.72237133
242.4230144	-14.78242909
239.6834998	-15.85217626
236.8095984	-16.92571379
233.7954679	-17.99596371
230.6360597	-19.05459555
227.3274897	-20.09199464
223.8674719	-21.09729038
220.255805	-22.058464
216.4948863	-22.96255407
212.5902158	-23.79597325
208.5508349	-24.544941
204.3896326	-25.19602278
200.1234473	-25.73674957
195.7729019	-26.15627244
191.3619302	-26.44599194
186.9169982	-26.60009355
182.4660677	-26.61592413
178.0373992	-26.49416018
173.658321	-26.23874547
169.354099	-25.85660732
165.1470205	-25.35719049
161.055768	-24.75186819
157.0951044	-24.05329877
153.2758513	-23.27479255
149.605105	-22.42974048
146.0866212	-21.53113851
142.721297	-20.59122355
139.5076888	-19.62122179
136.4425187	-18.63119907
133.5211392	-17.62999699
130.7379373	-16.62523583
128.0866733	-15.62336591
125.5607538	-14.62975097
123.1534446	-13.64877017
120.858033	-12.68392836
118.667945	-11.737967
116.5768281	-10.81297067
114.5786066	-9.910466027
112.6675143	-9.031511311
110.8381122	-8.17677589
109.0852935	-7.346609754
107.4042801	-6.541103484
105.7906141	-5.760139446
104.2401438	-5.003435073
102.7490088	-4.270579183
101.3136225	-3.561062204
99.93065507	-2.87430117
98.59701579	-2.209660249
97.30983598	-1.566467492
96.06645271	-0.9440283931
94.86439323	-0.3416367991
93.70136036	0.2414164008
92.57521882	0.8058364158
91.48398255	1.352319206
90.42580297	1.881547376
89.39895811	2.394187087
88.40184269	2.890885789
87.43295891	3.372270627
86.49090805	3.838947388
85.57438278	4.291499875
84.68216008	4.730489632
83.8130948	5.156455934
82.9661137	5.569915995
82.14021005	5.971365334
81.33443866	6.36127827
80.54791134	6.740108504
79.77979271	7.108289768
79.02929639	7.466236525
78.29568148	7.814344684
77.57824935	8.152992343
76.87634068	8.482540528
76.18933273	8.803333932
75.51663685	9.11570164
74.85769614	9.419957839
74.21198338	9.716402514
73.57899904	10.00532212
72.95826947	10.28699021
72.34934523	10.5616681
71.75179955	10.82960541
71.16522694	11.09104068
70.58924178	11.3462019
70.02347719	11.59530703
69.46758383	11.83856449
68.92122886	12.07617363
68.38409498	12.30832522
67.85587949	12.5352018
67.33629347	12.75697816
66.82506096	12.97382165
66.32191825	13.18589262
65.82661318	13.39334472
65.33890452	13.5963252
64.85856134	13.7949753
64.38536247	13.98943046
63.91909597	14.17982064
63.45955866	14.36627059
63.00655564	14.54890006
62.55989985	14.72782409
62.11941172	14.90315317
61.68491873	15.07499351
61.25625508	15.24344721
60.83326136	15.40861243
60.41578426	15.57058363
60.0036762	15.72945168
59.59679513	15.88530407
59.19500425	16.03822503
58.79817171	16.18829567
58.40617045	16.33559416
58.01887794	16.48019583
57.63617597	16.62217328
57.25795048	16.76159655
56.88409135	16.89853317
56.51449224	17.03304832
56.14905039	17.1652049
55.78766653	17.29506362
55.43024467	17.42268314
55.07669197	17.54812009
54.72691863	17.67142921
54.38083775	17.79266339
54.0383652	17.91187376
53.69941953	18.02910979
53.36392181	18.14441928
53.0317956	18.25784853
52.70296679	18.36944231
52.37736354	18.47924396
52.05491617	18.58729546
51.73555711	18.69363746
51.41922077	18.79830931
51.10584348	18.90134919
50.79536347	19.00279405
50.4877207	19.10267973
50.18285689	19.201041
49.88071538	19.29791154
49.58124114	19.39332405
49.28438064	19.48731025
48.99008185	19.57990092
48.69829417	19.67112594
