Keuwl Accelerometer Data File
2023-07-29 16:03:40

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
124.3378601,-0.256630,-1.411167,10.302298,10.401663,7.925928,259.693024
124.3568726,-0.050249,-1.342972,10.274780,10.362297,7.451798,267.857208
124.3758850,0.205783,-1.246661,10.007382,10.086834,7.196093,279.373138
124.3949051,0.432503,-1.251446,9.690333,9.780375,7.780613,289.065277
124.4139175,0.500698,-1.342373,9.496515,9.603982,8.579361,290.455261
124.4329300,0.498305,-1.429712,9.606585,9.725165,8.956510,289.215271
124.4519424,0.528216,-1.468595,9.777073,9.900855,9.069519,289.782349
124.4709549,0.623330,-1.502094,9.801002,9.935012,9.421330,292.537170
124.4899673,0.677767,-1.549353,9.682557,9.829129,9.907107,293.627045
124.5089874,0.639482,-1.655235,9.577272,9.740272,10.496682,291.123505
124.5280075,0.503091,-1.667797,9.582657,9.739711,10.303262,286.785919
124.5470200,0.361914,-1.582852,9.568898,9.705680,9.630535,282.879120
124.5660324,0.187238,-1.496112,9.769895,9.885558,8.773239,277.133484
124.5850449,0.165105,-1.444667,9.976275,10.081686,8.292637,276.519806
124.6040573,0.156132,-1.441077,10.044471,10.148521,8.211643,276.183533
124.6230774,0.158524,-1.445863,9.954741,10.060443,8.312904,276.256927
124.6420898,0.177667,-1.414756,9.924232,10.026139,8.176036,277.157806
124.6611023,0.227916,-1.432104,9.810573,9.917167,8.408146,279.042664
124.6801147,0.312862,-1.567299,9.955338,10.082810,9.120377,281.288910
124.6991272,0.247059,-1.634896,10.113265,10.247539,9.285355,278.593292
124.7181396,0.278166,-1.616950,10.158729,10.290368,9.174425,279.761108
124.7371674,0.392423,-1.560719,10.156336,10.283044,9.003790,284.113739
124.7561798,0.544367,-1.471586,10.074382,10.195836,8.852483,290.300385
124.7751923,0.544965,-1.430310,9.862019,9.980089,8.822073,290.857452
124.7942047,0.431306,-1.438086,9.784252,9.898773,8.723865,286.694885
124.8132172,0.396610,-1.414158,9.765707,9.875534,8.552949,285.666504
124.8322296,0.516252,-1.396810,9.708878,9.822418,8.720149,290.283966
124.8512421,0.588634,-1.423131,9.768100,9.888760,8.959646,292.470917
124.8702621,0.540778,-1.520041,9.725628,9.858540,9.418931,289.583801
124.8892746,0.491127,-1.555933,9.882956,10.016733,9.374566,287.518188
124.9082870,0.378664,-1.564906,9.963714,10.092963,9.179265,283.602539
124.9272995,0.260219,-1.458425,9.984651,10.093957,8.439617,280.116547
124.9463120,0.246461,-1.412364,9.658628,9.764457,8.443200,279.898590
124.9653320,0.351745,-1.552942,9.470194,9.603121,9.544210,282.762299
124.9843521,0.377468,-1.652244,9.655638,9.803251,9.955482,282.868805
125.0033646,0.363111,-1.767099,10.217353,10.375394,10.013195,281.611755
125.0223770,0.354736,-1.631307,10.563115,10.694222,8.980935,282.268250
125.0413895,0.412164,-1.478166,10.527822,10.639073,8.293134,285.580292
125.0604019,0.430708,-1.406980,10.172487,10.278356,8.230606,287.020538
125.0794144,0.428913,-1.381855,9.731609,9.838583,8.456772,287.243805
125.0984344,0.440878,-1.457229,9.501301,9.622505,9.103535,286.832947
125.1174469,0.447458,-1.530808,9.562318,9.694407,9.469007,286.293732
125.1364594,0.428315,-1.585245,9.803394,9.939969,9.508863,285.119659
125.1554718,0.421735,-1.564906,9.923634,10.055113,9.275720,285.082611
125.1744843,0.406780,-1.508076,9.869795,9.992628,8.992938,285.095367
125.1935043,0.409173,-1.462015,9.665209,9.783720,8.926980,285.635284
125.2125244,0.452842,-1.491327,9.635897,9.761128,9.187781,286.890930
125.2315369,0.499502,-1.537389,9.743574,9.876756,9.419807,287.999115
125.2505493,0.535992,-1.584647,10.013963,10.152726,9.483734,288.687622
125.2695618,0.556929,-1.566102,10.166505,10.301489,9.285481,289.576141
125.2885742,0.523430,-1.549353,10.074382,10.206255,9.220427,288.666901
125.3075867,0.458824,-1.604986,9.812367,9.953343,9.654716,285.953857
125.3265991,0.395414,-1.636691,9.561719,9.708840,9.987157,283.582031
125.3456192,0.318245,-1.692922,9.473185,9.628525,10.305878,280.646545
125.3646317,0.184846,-1.670190,9.626924,9.772480,9.901290,276.315430
125.3836441,0.111266,-1.647458,9.985847,10.121445,9.389189,273.863770
125.4026642,0.123230,-1.568495,10.222736,10.343100,8.749451,274.492279
125.4216766,0.159123,-1.451845,10.202995,10.307002,8.146446,276.254669
125.4406891,0.239282,-1.406381,10.010972,10.112107,8.110191,279.655853
125.4597092,0.321835,-1.424926,9.751350,9.860164,8.519934,282.727295
125.4787216,0.342174,-1.508675,9.595817,9.719716,9.158154,282.778748
125.4977341,0.397209,-1.552942,9.557532,9.691018,9.520722,284.347412
125.5167465,0.427717,-1.534996,9.551550,9.683557,9.471374,285.570160
125.5357590,0.436092,-1.565504,9.587442,9.724198,9.620425,285.565887
125.5547714,0.469591,-1.583450,9.638289,9.778775,9.723726,286.518372
125.5737915,0.449851,-1.533201,9.622138,9.753902,9.428400,286.352020
125.5928040,0.454636,-1.540380,9.685548,9.817805,9.415195,286.443726
125.6118164,0.457029,-1.629512,9.884750,10.028584,9.715554,285.667206
125.6308365,0.433699,-1.581656,10.021141,10.154457,9.294515,285.333923
125.6498489,0.407976,-1.576272,10.117453,10.247630,9.142283,284.511047
125.6688614,0.399601,-1.536790,10.057631,10.182208,8.971786,284.575470
125.6878815,0.436690,-1.522433,9.922438,10.048048,9.069064,286.004852
125.7068939,0.470190,-1.591825,9.914063,10.052046,9.504335,286.455963
125.7259064,0.454038,-1.602593,9.968499,10.106702,9.486097,285.818207
125.7449188,0.441476,-1.639084,10.088738,10.230549,9.550922,285.074493
125.7639313,0.404985,-1.584049,10.168300,10.298910,9.134628,284.341309
125.7829437,0.365504,-1.533799,10.160523,10.282138,8.821004,283.403564
125.8019562,0.370888,-1.488336,10.039087,10.155588,8.686928,283.992889
125.8209763,0.303290,-1.497309,9.769297,9.888026,8.887875,281.450745
125.8399887,0.262014,-1.534397,9.606585,9.731880,9.203959,279.690369
125.8590088,0.266800,-1.547558,9.638289,9.765385,9.253999,279.781677
125.8780212,0.282951,-1.561317,9.794421,9.922119,9.202250,280.272003
125.8970337,0.299103,-1.559522,10.024731,10.149719,9.001040,280.856995
125.9160461,0.319442,-1.546362,10.173085,10.294899,8.822741,281.671783
125.9350662,0.414557,-1.554736,10.184451,10.310777,8.978047,284.930054
125.9540787,0.514457,-1.547558,10.032507,10.164192,9.232929,288.388428
125.9730911,0.577867,-1.539183,9.952348,10.087232,9.380309,290.578003
125.9921036,0.611964,-1.540978,9.879965,10.018125,9.526543,291.659393
126.0111160,0.602393,-1.598405,9.906884,10.053066,9.782793,290.649994
126.0301285,0.597009,-1.642673,9.997213,10.148846,9.916710,289.973053
126.0491486,0.586840,-1.586441,9.970294,10.112761,9.628800,290.299927
126.0681610,0.552144,-1.521835,9.865009,9.996962,9.319454,289.941498
126.0871811,0.510269,-1.522433,9.791430,9.922212,9.312893,288.529449
126.1061935,0.487538,-1.531407,9.744770,9.876409,9.365127,287.659363
126.1252060,0.491127,-1.537389,9.794421,9.926502,9.357127,287.716370
126.1442184,0.509073,-1.512264,9.869795,9.997947,9.183524,288.604767
126.1632385,0.489332,-1.475773,9.932009,10.052967,8.897021,288.344330
126.1822510,0.436690,-1.489532,9.944571,10.064983,8.871592,286.339691
126.2012634,0.372682,-1.454836,9.763314,9.878145,8.744825,284.368347
126.2202759,0.330808,-1.462015,9.591630,9.708053,8.882302,282.749542
126.2392883,0.284148,-1.476970,9.559326,9.676926,8.941537,280.889832
126.2583008,0.314656,-1.546960,9.745368,9.872400,9.201310,281.497284
126.2773209,0.334995,-1.628316,10.078569,10.214754,9.366364,281.625305
126.2963409,0.370289,-1.607977,10.306485,10.437737,9.095825,282.968140
126.3153534,0.410967,-1.602593,10.355538,10.486867,9.077142,284.382935
126.3343658,0.474975,-1.599602,10.245468,10.380460,9.250281,286.537903
126.3533783,0.466600,-1.631905,10.025927,10.168581,9.608586,285.956482
126.3723907,0.416949,-1.624727,9.842875,9.984777,9.671156,284.393066
126.3914108,0.347557,-1.609771,9.829117,9.966127,9.511530,282.183411
126.4104233,0.311665,-1.641476,10.054641,10.192516,9.434777,280.750702
126.4294357,0.350549,-1.610370,10.197612,10.329930,9.180442,282.280670
126.4484482,0.378664,-1.596013,10.245468,10.375946,9.095955,283.347015
126.4674606,0.353540,-1.563111,10.134800,10.260725,8.985660,282.744537
126.4864731,0.271585,-1.515853,9.863813,9.983305,8.873672,280.157532
126.5054855,0.215952,-1.530210,9.762118,9.883680,8.995450,278.032867
126.5245132,0.167498,-1.548156,9.885348,10.007245,8.951968,276.174896
126.5435257,0.160917,-1.526621,10.122836,10.238568,8.622931,276.017181
126.5625381,0.191426,-1.496711,10.293324,10.403332,8.339601,277.288422
126.5815506,0.296710,-1.485943,10.204192,10.316085,8.446455,281.292175
126.6005630,0.400798,-1.552344,9.875777,10.005068,9.221045,284.476959
126.6195755,0.484547,-1.575674,9.447462,9.590207,9.897933,287.093567
126.6385956,0.457627,-1.633700,9.224930,9.379644,10.420979,285.648468
126.6576080,0.477368,-1.700699,9.294321,9.460690,10.760971,285.678864
126.6766205,0.374477,-1.661217,9.516854,9.668009,10.144876,282.703461
126.6956329,0.290130,-1.620539,9.797412,9.934767,9.538545,280.150299
126.7146454,0.276371,-1.546362,9.981660,10.104511,8.943581,280.133118
126.7336578,0.253041,-1.443470,9.874580,9.982734,8.441618,279.942963
126.7526855,0.239880,-1.378864,9.722038,9.822263,8.191990,279.868958
126.7716980,0.253639,-1.414756,9.654441,9.760845,8.467772,280.164063
126.7907104,0.308674,-1.452443,9.605389,9.719483,8.787692,281.998016
126.8097229,0.376271,-1.521237,9.645468,9.771939,9.228117,283.893005
126.8287354,0.487538,-1.589432,9.754940,9.895597,9.671907,287.052704
126.8477478,0.518644,-1.603191,9.702896,9.848117,9.851694,287.926788
126.8667679,0.544965,-1.587638,9.584451,9.730328,9.933710,288.945068
126.8857803,0.529412,-1.576272,9.480363,9.625081,9.948151,288.565308
126.9047928,0.476172,-1.583450,9.387043,9.531560,9.989992,286.736969
126.9238052,0.420539,-1.605584,9.449257,9.593915,9.962276,284.677338
126.9428177,0.358923,-1.561915,9.629316,9.761769,9.449224,282.941711
126.9618301,0.318245,-1.523630,9.801002,9.923828,9.023887,281.797943
126.9808578,0.282353,-1.491925,9.935597,10.050953,8.688986,280.716705
126.9998703,0.235095,-1.475175,9.932607,10.044307,8.552788,279.054932
127.0188828,0.213559,-1.477568,9.813564,9.926473,8.649994,278.224243
127.0378952,0.239282,-1.509871,9.753145,9.872224,8.908099,279.005249
127.0569077,0.264407,-1.527817,9.801600,9.923482,8.989223,279.818451
127.0759201,0.343370,-1.561317,9.926624,10.054525,9.148622,282.403229
127.0949326,0.397807,-1.539183,10.013365,10.138778,9.021209,284.491180
127.1139526,0.418146,-1.530210,9.943375,10.069116,9.064275,285.283539
127.1329651,0.461217,-1.541576,9.673584,9.806499,9.444064,286.656403
127.1519775,0.469591,-1.554736,9.365508,9.505285,9.837992,286.806366
127.1709900,0.451047,-1.611566,9.354142,9.502661,10.143151,285.635925
127.1900024,0.405583,-1.634896,9.546764,9.694230,10.006417,283.932617
127.2090225,0.339781,-1.603191,9.837492,9.973060,9.457895,281.966217
127.2280426,0.339183,-1.523630,10.009177,10.130159,8.863859,282.550232
127.2470551,0.425324,-1.525424,9.935597,10.061009,9.056055,285.579712
127.2660675,0.372682,-1.555335,9.662218,9.793693,9.398792,283.474884
127.2850800,0.379861,-1.525424,9.421740,9.551984,9.472515,283.983368
127.3040924,0.400200,-1.587638,9.384052,9.525817,9.897158,284.147949
127.3231049,0.422931,-1.594218,9.502497,9.644576,9.846823,284.857788
127.3421249,0.421137,-1.603789,9.722038,9.862430,9.679040,284.713043
127.3611374,0.418744,-1.570290,9.745368,9.879948,9.467699,284.931427
127.3801498,0.451645,-1.555335,9.582657,9.718557,9.593004,286.192474
127.3991623,0.480359,-1.562513,9.470792,9.610832,9.792918,287.088867
127.4181747,0.509073,-1.539781,9.424132,9.562654,9.764104,288.294586
127.4371948,0.507278,-1.533201,9.489935,9.626366,9.657770,288.307434
127.4562149,0.457029,-1.511666,9.657433,9.785705,9.287174,286.821899
127.4752274,0.475574,-1.491925,9.704690,9.830210,9.165918,287.680450
127.4942398,0.515055,-1.431506,9.611370,9.731029,8.994489,289.788696
127.5132523,0.531207,-1.407578,9.495318,9.613768,9.003353,290.676025
127.5322647,0.509073,-1.438685,9.477372,9.599456,9.147548,289.486115
127.5512772,0.426521,-1.515255,9.488140,9.617834,9.419932,285.721069
127.5702896,0.337986,-1.548754,9.496515,9.627912,9.476727,282.310699
127.5893097,0.269791,-1.517050,9.497113,9.621299,9.215630,280.084015
127.6083221,0.168096,-1.527817,9.462418,9.586440,9.226329,276.278625
127.6273346,0.074178,-1.591825,9.479765,9.612770,9.542233,272.667999
127.6463470,0.034098,-1.599004,9.544372,9.677448,9.512770,271.221619
127.6653595,0.111864,-1.572683,9.647263,9.775250,9.281819,274.068573
127.6843796,0.257228,-1.495514,9.740582,9.858076,8.854856,279.759369
127.7033997,0.366102,-1.456033,9.675977,9.791761,8.819868,284.113770
127.7224121,0.400200,-1.412364,9.477970,9.590978,8.804152,285.820313
127.7414246,0.492921,-1.408176,9.217153,9.337121,9.194559,289.292206
127.7604370,0.541376,-1.441676,9.188439,9.316594,9.514278,290.582092
127.7794495,0.610768,-1.527817,9.326625,9.470649,10.005002,291.789795
127.7984619,0.597607,-1.532005,9.577272,9.717423,9.742796,291.309875
127.8174820,0.516850,-1.548754,9.778868,9.914233,9.478883,288.454865
127.8364944,0.446860,-1.556531,9.719048,9.853038,9.459806,286.018066
127.8555069,0.388235,-1.571486,9.486943,9.624052,9.682960,283.877045
127.8745193,0.332602,-1.570290,9.243474,9.381804,9.851154,281.959045
127.8935318,0.265005,-1.585245,9.253643,9.392185,9.853271,279.490356
127.9125519,0.231506,-1.643271,9.398409,9.543796,10.013647,278.019104
127.9315720,0.155533,-1.643271,9.504889,9.647148,9.851733,275.406860
127.9505844,0.118445,-1.631307,9.593424,9.731853,9.675444,274.152802
127.9695969,0.106481,-1.595415,9.532407,9.665582,9.522147,273.818359
127.9886093,0.139382,-1.539183,9.387043,9.513416,9.349289,275.174347
128.0076294,0.144168,-1.484746,9.303893,9.422722,9.108929,275.545990
128.0266418,0.169890,-1.467399,9.262616,9.379668,9.061217,276.604095
128.0456543,0.146560,-1.450050,9.212367,9.326941,8.989944,275.771423
128.0646667,0.163310,-1.438086,9.232706,9.345460,8.909245,276.478790
128.0836792,0.217747,-1.462613,9.292527,9.409448,9.041724,278.467743
128.1026917,0.296112,-1.500898,9.391829,9.515610,9.251640,281.160553
128.1217041,0.396012,-1.493720,9.473185,9.598398,9.264823,284.848541
128.1407318,0.473181,-1.487738,9.433105,9.561419,9.397244,287.643463
128.1597443,0.563510,-1.488934,9.253643,9.389588,9.761626,290.729919
128.1787567,0.593420,-1.515853,9.041281,9.186660,10.206676,291.379150
128.1977692,0.596411,-1.545763,8.911469,9.064181,10.532258,291.098419
128.2167816,0.547358,-1.539781,8.970692,9.118324,10.324263,289.569183
128.2357941,0.464208,-1.576272,9.360723,9.503854,9.956391,286.409546
128.2548065,0.412762,-1.527817,9.518648,9.649314,9.439775,285.118347
128.2738190,0.336192,-1.456631,9.452846,9.570323,8.986622,282.996338
128.2928314,0.308674,-1.471586,9.254242,9.375598,9.228650,281.846405
128.3118439,0.303888,-1.470988,8.986844,9.111505,9.488625,281.672424
128.3308563,0.240479,-1.485943,8.842078,8.969293,9.661433,279.192810
128.3498840,0.204586,-1.466800,8.987442,9.108648,9.357421,277.940277
128.3688965,0.174676,-1.490728,9.284750,9.405284,9.182711,276.683167
128.3879089,0.179462,-1.540978,9.589237,9.713923,9.189962,276.642731
128.4069214,0.180060,-1.533799,9.738789,9.860475,9.010661,276.695587
128.4259338,0.160319,-1.505085,9.618548,9.736912,8.942856,276.080109
128.4449463,0.177667,-1.478166,9.396016,9.513236,9.003702,276.853760
128.4639740,0.217149,-1.490728,9.139386,9.262711,9.360004,278.287750
128.4829865,0.307478,-1.470389,8.946764,9.072000,9.531267,281.811096
128.5019989,0.442074,-1.504487,9.000004,9.135589,9.883558,286.374725
128.5210114,0.547358,-1.568495,9.136395,9.286200,10.305438,289.237457
128.5400238,0.587438,-1.566102,9.184850,9.335911,10.321023,290.560852
128.5590363,0.551546,-1.556531,9.134003,9.282080,10.247972,289.511414
128.5780487,0.454038,-1.567897,9.156136,9.300498,10.108225,286.150177
128.5970612,0.381655,-1.595415,9.248260,9.392620,10.058348,283.453461
128.6160889,0.309871,-1.540978,9.346365,9.477614,9.546393,281.369812
128.6351013,0.193220,-1.439283,9.407980,9.519399,8.774784,277.646118
128.6541138,0.189631,-1.353739,9.273384,9.373591,8.385367,277.974091
128.6731262,0.229711,-1.369293,9.022736,9.128937,8.748104,279.523193
128.6921387,0.318844,-1.424926,8.824730,8.944715,9.395195,282.612823
128.7111511,0.388834,-1.487139,8.895318,9.027151,9.804035,284.652771
128.7301636,0.455234,-1.549951,9.302098,9.441325,9.851853,286.367981
128.7491760,0.446261,-1.574477,9.731011,9.867660,9.546290,285.824554
128.7681885,0.447458,-1.526621,9.969695,10.095821,9.066138,286.336029
128.7872009,0.441476,-1.513460,9.815358,9.941163,9.124878,286.261932
128.8062134,0.452243,-1.530808,9.405587,9.540071,9.631842,286.458618
128.8252411,0.404985,-1.539781,8.970692,9.110887,10.064251,284.735901
128.8442535,0.333201,-1.537389,8.752347,8.892591,10.189142,282.228668
128.8632660,0.287139,-1.567897,8.912666,9.054080,10.139776,280.377930
128.8822784,0.227916,-1.613959,9.262616,9.404939,9.980342,278.037903
128.9012909,0.180060,-1.584647,9.554541,9.686731,9.476436,276.482574
128.9203033,0.136989,-1.551147,9.626924,9.752050,9.188188,275.046967
128.9393311,0.110668,-1.521237,9.407980,9.530818,9.208867,274.160858
128.9583435,0.078365,-1.484148,9.068798,9.189774,9.307045,273.022491
128.9773560,0.056830,-1.459024,8.941978,9.060406,9.273939,272.230560
128.9963684,0.037089,-1.490130,9.109476,9.230624,9.293014,271.425781
129.0153809,0.026321,-1.505085,9.376275,9.496342,9.120721,271.001892
129.0343933,0.066401,-1.445863,9.585050,9.693715,8.587072,272.629456
129.0534058,0.150748,-1.417747,9.586843,9.692281,8.458955,276.069397
129.0724335,0.261416,-1.449452,9.352945,9.468202,8.949071,280.223663
129.0914459,0.374477,-1.498505,9.195019,9.323847,9.535577,284.030853
129.1104584,0.498305,-1.508675,9.327821,9.462170,9.666621,288.278046
129.1294708,0.585643,-1.512862,9.697512,9.832267,9.496866,291.161896
129.1484833,0.659821,-1.524826,10.066605,10.202793,9.372007,293.399048
129.1674957,0.637089,-1.515853,10.188639,10.320467,9.167590,292.796234
129.1865082,0.571286,-1.582852,9.999606,10.140213,9.552569,289.845642
129.2055206,0.518046,-1.628316,9.677772,9.827464,10.013137,287.648376
129.2245331,0.409173,-1.642673,9.591031,9.739285,10.009914,283.987152
129.2435455,0.296710,-1.639682,9.830314,9.970540,9.620630,280.257019
129.2625580,0.187238,-1.638485,10.153345,10.286405,9.225668,276.519226
129.2815704,0.048455,-1.557129,10.281959,10.399311,8.615707,271.782349
129.3005981,-0.077169,-1.529612,10.186246,10.300741,8.550675,267.111877
129.3196106,-0.065803,-1.541576,10.031909,10.149876,8.743971,267.555786
129.3386230,-0.081356,-1.524228,9.937990,10.054528,8.731944,266.944733
129.3576355,-0.016152,-1.510469,10.078569,10.191140,8.523921,269.387360
129.3766479,0.046062,-1.509871,10.223933,10.334923,8.404549,271.747375
129.3956604,0.084347,-1.566701,10.223334,10.343028,8.725080,273.081665
129.4146881,0.166301,-1.616950,10.207782,10.336391,9.047763,275.872162
129.4337006,0.236291,-1.634896,10.231112,10.363607,9.171640,278.223999
129.4527130,0.292523,-1.664806,10.204790,10.343833,9.405002,279.965698
129.4717255,0.343968,-1.591825,10.197612,10.326835,9.073547,282.193237
129.4907379,0.378066,-1.518844,10.217951,10.337134,8.708901,283.977814
129.5097504,0.445663,-1.470988,10.145568,10.261333,8.614590,286.855164
129.5287628,0.565304,-1.448256,10.033704,10.153434,8.807653,291.322418
129.5477905,0.623330,-1.414756,10.031909,10.150333,8.760759,293.777893
129.5668030,0.706481,-1.381257,10.008579,10.128112,8.811400,297.088684
129.5858154,0.769891,-1.345365,9.973285,10.093025,8.834422,299.780548
129.6048279,0.780060,-1.328615,10.041480,10.158988,8.722986,300.418182
129.6238403,0.744766,-1.371686,10.086346,10.206398,8.796562,298.500061
129.6428528,0.613759,-1.467997,10.177871,10.301494,8.885310,292.689453
129.6618652,0.578465,-1.463809,10.196416,10.317183,8.775165,291.562836
129.6808777,0.502493,-1.433899,10.132407,10.245693,8.528182,289.312408
129.6998901,0.432503,-1.420140,10.074382,10.183174,8.382673,286.938080
129.7189026,0.351745,-1.451845,10.032507,10.143115,8.469164,283.618896
129.7379150,0.253639,-1.567897,9.999606,10.124957,9.025150,279.189148
129.7569275,0.150748,-1.662413,10.077971,10.215275,9.404646,275.181427
129.7759552,0.070588,-1.708475,10.177871,10.320510,9.536917,272.365906
129.7949677,0.029312,-1.698904,10.231112,10.371247,9.429463,270.988464
129.8139801,0.007777,-1.651048,10.248460,10.380605,9.151951,270.269867
129.8329926,0.004187,-1.582254,10.252048,10.373430,8.773598,270.151642
129.8520050,0.081954,-1.486541,10.223334,10.331171,8.285625,273.155579
129.8710175,0.150748,-1.354936,10.286146,10.376097,7.549824,276.348511
129.8900452,0.276969,-1.350748,10.372886,10.464128,7.571834,281.587799
129.9090576,0.429512,-1.381257,10.387841,10.488070,7.927414,287.273468
129.9280701,0.513260,-1.396810,10.323236,10.429943,8.202864,290.175934
129.9470825,0.623928,-1.468595,10.171290,10.295689,8.915705,293.018066
129.9660950,0.658624,-1.497309,9.948758,10.082336,9.336963,293.743347
129.9851074,0.722632,-1.514657,9.848858,9.990815,9.670119,295.505493
130.0041199,0.723231,-1.515255,9.964910,10.105370,9.564066,295.515137
130.0231323,0.754337,-1.540380,10.232906,10.375652,9.515043,296.091400
130.0421600,0.737588,-1.572683,10.540982,10.683148,9.357695,295.126556
130.0611725,0.695713,-1.604388,10.711471,10.853280,9.272223,293.443085
130.0801849,0.689133,-1.604986,10.573883,10.717176,9.379848,293.237244
130.0991974,0.648455,-1.595415,10.265209,10.408668,9.523633,292.119232
130.1182098,0.583251,-1.611566,9.996017,10.141877,9.729023,289.895966
130.1372223,0.531805,-1.613959,9.784850,9.931313,9.852193,288.237213
130.1562347,0.455833,-1.585245,9.781859,9.919958,9.571566,286.042450
130.1752472,0.416351,-1.570290,10.052846,10.183265,9.179714,284.849884
130.1942596,0.413360,-1.540978,10.316655,10.439294,8.791066,285.015839
130.2132721,0.416949,-1.436292,10.453644,10.560087,8.141962,286.187775
130.2322845,0.388235,-1.322633,10.419546,10.510329,7.536062,286.358673
130.2513123,0.428913,-1.271785,10.151550,10.239891,7.531529,288.636841
130.2703247,0.475574,-1.257428,9.822537,9.914108,7.793342,290.717194
130.2893372,0.531805,-1.332802,9.750752,9.855778,8.371938,291.752625
130.3083496,0.610170,-1.456033,9.876974,10.002348,9.081232,292.736755
130.3273621,0.691526,-1.548156,10.094122,10.235540,9.535350,294.069214
130.3463745,0.775873,-1.574477,10.235299,10.384715,9.731084,296.233215
130.3654022,0.766301,-1.595415,10.211968,10.364211,9.832654,295.655670
130.3844147,0.768096,-1.616950,10.057034,10.215107,10.092705,295.409027
130.4034271,0.736391,-1.641476,9.885348,10.047728,10.314673,294.161713
130.4224396,0.649651,-1.567299,9.814162,9.959731,9.807945,292.514191
130.4414520,0.537787,-1.501496,9.894321,10.022041,9.156952,289.705872
130.4604645,0.464806,-1.445863,10.159925,10.272810,8.501797,287.821198
130.4794769,0.442074,-1.438086,10.441082,10.548920,8.199536,287.087646
130.4984894,0.437887,-1.415953,10.555937,10.659478,7.992421,287.184326
130.5175171,0.441476,-1.428515,10.401600,10.508512,8.179950,287.173523
130.5365295,0.464806,-1.460220,10.074382,10.190263,8.648950,287.656921
130.5555420,0.473779,-1.503889,9.734601,9.861470,9.200499,287.486298
130.5745544,0.446261,-1.505684,9.426525,9.556443,9.458394,286.509003
130.5935669,0.424726,-1.513460,9.388240,9.518929,9.505183,285.675842
130.6125793,0.475574,-1.527817,9.747163,9.877630,9.322701,287.290131
130.6315918,0.551546,-1.549353,10.378868,10.508359,9.004029,289.594940
130.6506042,0.608973,-1.454836,10.919646,11.032954,8.218527,292.713470
130.6696167,0.704088,-1.414158,11.015359,11.128060,8.161303,296.468018
130.6886292,0.861416,-1.387239,10.497313,10.623561,8.841913,301.838501
130.7076416,0.966102,-1.296312,9.771689,9.904529,9.394421,306.696045
130.7266693,1.035494,-1.338784,9.357731,9.509560,10.252136,307.720459
130.7456818,1.085145,-1.570290,9.475577,9.665915,11.389235,304.646332
130.7646942,1.080359,-1.726422,9.972089,10.177930,11.542736,302.037506
130.7837067,0.977468,-1.666003,10.627722,10.801827,10.301027,300.400757
130.8027191,0.848854,-1.554138,10.989636,11.131397,9.153840,298.642883
130.8217316,0.727418,-1.463211,10.651650,10.776259,8.721636,296.433716
130.8407593,0.630509,-1.433899,9.937392,10.060088,8.957650,293.735870
130.8597717,0.617348,-1.495514,9.425328,9.563185,9.740314,292.430847
130.8787842,0.605384,-1.555335,9.516255,9.661505,9.947598,291.267517
130.8977966,0.560519,-1.572084,10.021739,10.159768,9.455276,289.623444
130.9168091,0.460618,-1.565504,10.751551,10.874687,8.630444,286.395477
130.9358215,0.361316,-1.480559,11.001002,11.106064,7.887199,283.714417
130.9548340,0.340977,-1.411167,10.509875,10.609672,7.864744,283.583893
130.9738464,0.445065,-1.360320,9.738190,9.842809,8.361212,288.116882
130.9928589,0.530010,-1.380060,9.191430,9.309558,9.137123,291.009216
131.0118866,0.629312,-1.419542,9.028120,9.160682,9.759048,293.908691
131.0308990,0.744766,-1.469791,9.504889,9.646652,9.834753,296.872040
131.0499115,0.859622,-1.474577,10.198809,10.340650,9.500839,300.240540
131.0689240,0.961915,-1.465604,10.726426,10.868739,9.282073,303.277954
131.0879364,1.054637,-1.435095,10.890932,11.035586,9.287111,306.311768
131.1069489,1.078565,-1.445863,10.582856,10.735486,9.673026,306.721680
131.1259613,1.048655,-1.480559,10.068997,10.231151,10.214421,305.309296
131.1449738,0.948156,-1.480559,9.713663,9.871490,10.259272,302.635651
131.1639862,0.853639,-1.506282,9.564711,9.720148,10.260288,299.541077
131.1829987,0.810569,-1.561317,9.712467,9.870499,10.266460,297.436401
131.2020264,0.832104,-1.660619,10.060024,10.230061,10.460986,296.614563
131.2210388,0.829711,-1.651048,10.353744,10.517337,10.118863,296.681183
131.2400513,0.754936,-1.567299,10.418948,10.563183,9.479174,295.719147
131.2590637,0.607179,-1.494318,10.367502,10.492224,8.843135,292.113129
131.2780762,0.488136,-1.430310,10.247861,10.358703,8.389277,288.843750
131.2970886,0.425922,-1.384248,10.249656,10.351473,8.042738,287.102722
131.3161163,0.391227,-1.359123,10.439287,10.534657,7.715436,286.058563
131.3351288,0.419940,-1.366900,10.836495,10.930434,7.517159,287.078064
131.3541412,0.510868,-1.392025,10.917851,11.018085,7.734287,290.152954
131.3731537,0.632303,-1.425524,10.652248,10.765794,8.328787,293.920074
131.3921661,0.706481,-1.514657,10.346565,10.480682,9.175903,295.005737
131.4111786,0.715454,-1.703690,10.267004,10.431961,10.202667,292.779663
131.4301910,0.680160,-1.779662,10.523036,10.694115,10.262282,290.916107
131.4492035,0.612563,-1.767099,10.915459,11.074525,9.722655,289.118805
131.4682159,0.495912,-1.668994,11.182857,11.317586,8.849597,286.548401
