Keuwl Accelerometer Data File
2023-07-29 16:03:40

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
116.4849091,1.045663,-1.951347,9.970892,10.213709,12.518415,298.185425
116.5039291,1.041476,-1.972284,9.789636,10.040495,12.834642,297.836548
116.5229416,1.006780,-1.973480,9.604192,9.856406,12.989536,297.028625
116.5419540,0.982254,-1.984248,9.526425,9.780329,13.083961,296.336578
116.5609665,0.889532,-1.990828,9.591031,9.835778,12.808450,294.075806
116.5799866,0.803390,-1.976472,9.729815,9.960983,12.367829,292.120605
116.5989990,0.744168,-1.977070,9.842278,10.066430,12.113817,290.626312
116.6180191,0.734597,-1.963909,9.939785,10.158538,11.911912,290.508209
116.6370316,0.725025,-1.953141,9.949955,10.165728,11.826001,290.365417
116.6560440,0.716650,-1.962713,9.939785,10.157024,11.871374,290.058777
116.6750565,0.738784,-1.941177,9.862019,10.078362,11.893068,290.836090
116.6940689,0.707079,-1.938186,9.857831,10.071413,11.820750,290.042725
116.7130814,0.705883,-2.026721,9.940982,10.170004,12.182430,289.202606
116.7320938,0.788435,-1.996811,9.819546,10.051485,12.332415,291.546448
116.7511139,0.865604,-1.917847,9.633504,9.860619,12.320977,294.291626
116.7701340,0.918844,-1.856232,9.460024,9.684107,12.349608,296.335632
116.7891464,0.849452,-1.789233,9.454640,9.659873,11.831698,295.396393
116.8081589,0.765105,-1.826920,9.591031,9.793411,11.668240,292.723694
116.8271713,0.774676,-1.939981,9.761520,9.982531,12.078909,291.767883
116.8461838,0.787239,-1.969891,9.935597,10.159543,12.052377,291.783417
116.8652039,0.814158,-1.892125,9.967302,10.177922,11.676410,293.281616
116.8842163,0.771087,-1.913660,9.974482,10.185624,11.686513,291.946411
116.9032288,0.732204,-1.900499,9.942178,10.148642,11.576957,291.070129
116.9222412,0.694517,-1.829313,9.841082,10.033725,11.245544,290.789764
116.9412537,0.739980,-1.811367,9.763913,9.958043,11.331953,292.221008
116.9602737,0.825524,-1.858027,9.744172,9.954026,11.785907,293.955658
116.9792938,0.872782,-1.888535,9.742975,9.962625,12.053603,294.803894
116.9983063,0.867398,-1.874178,9.769895,9.985778,11.935533,294.835419
117.0173187,0.888335,-1.877768,9.780663,9.998825,11.990742,295.317932
117.0363312,0.903291,-1.859821,9.755538,9.972231,11.966125,295.905243
117.0553436,0.903291,-1.829911,9.761520,9.972551,11.808007,296.272125
117.0743561,0.900898,-1.861616,9.839885,10.054877,11.869647,295.823883
117.0933762,0.882952,-1.910071,9.906884,10.127898,11.991695,294.809265
117.1123886,0.890130,-1.931008,9.908080,10.133665,12.112076,294.748108
117.1314011,0.845863,-1.919642,9.823135,10.044625,12.054486,293.779999
117.1504211,0.762114,-1.910071,9.724431,9.939505,11.940848,291.751892
117.1694336,0.697508,-1.929811,9.690931,9.905798,11.955447,289.871796
117.1884460,0.654437,-1.920838,9.714860,9.924536,11.798424,288.814178
117.2074661,0.576072,-1.897508,9.823135,10.021297,11.413094,286.887970
117.2264786,0.601197,-1.896312,9.998409,10.194391,11.252862,287.590424
117.2454910,0.702293,-1.871786,10.118649,10.314255,11.176319,290.566071
117.2645035,0.783649,-1.852643,10.109077,10.307271,11.254052,292.927887
117.2835159,0.838086,-1.837090,10.059426,10.260085,11.350154,294.522614
117.3025284,0.873380,-1.840081,9.973285,10.179151,11.542736,295.390991
117.3215408,0.896112,-1.859821,9.929018,10.141368,11.745628,295.726013
117.3405685,0.948754,-1.883151,9.912268,10.134073,12.009565,296.739502
117.3595810,0.952942,-1.926222,9.853643,10.085273,12.303409,296.322540
117.3785934,0.939183,-1.947758,9.755538,9.992314,12.497838,295.742737
117.3976059,0.891925,-1.929811,9.669396,9.900350,12.400012,294.805542
117.4166183,0.793819,-1.895714,9.680164,9.895931,11.986549,292.721222
117.4356308,0.741775,-1.883151,9.787841,9.994914,11.683225,291.499512
117.4546509,0.705883,-1.884348,9.918250,10.120312,11.468533,290.536102
117.4736633,0.701097,-1.904089,9.978070,10.182287,11.494473,290.214020
117.4926758,0.699901,-1.855634,9.913465,10.109897,11.312959,290.665283
117.5116882,0.669990,-1.829313,9.751350,9.944049,11.297925,290.115387
117.5307007,0.641276,-1.840081,9.656834,9.851476,11.408346,289.213684
117.5497208,0.638285,-1.859821,9.692128,9.889575,11.468308,288.942078
117.5687408,0.664008,-1.890928,9.884750,10.085872,11.461316,289.348969
117.5877533,0.747159,-1.910071,10.168898,10.373673,11.403217,291.363861
117.6067657,0.880559,-1.920240,10.336994,10.550647,11.550158,294.634613
117.6257782,0.977468,-1.894517,10.239487,10.459050,11.760735,297.291290
117.6447906,1.001994,-1.834697,9.919446,10.137333,11.900689,298.640564
117.6638031,1.065404,-1.842473,9.627522,9.859968,12.465746,300.038513
117.6828232,1.049851,-1.878964,9.540184,9.779969,12.713690,299.193817
117.7018356,1.024726,-1.937588,9.699904,9.944468,12.733196,297.872894
117.7208481,0.926621,-1.982454,10.028319,10.264304,12.309786,295.051910
117.7398682,0.836890,-1.954936,10.246066,10.464417,11.725093,293.175323
117.7588806,0.723231,-1.896312,10.208380,10.408174,11.244458,290.876251
117.7778931,0.675972,-1.852643,9.957133,10.150553,11.203015,290.045471
117.7969131,0.701097,-1.817947,9.716056,9.909501,11.339650,291.089294
117.8159256,0.774676,-1.835893,9.696914,9.899533,11.612198,292.877869
117.8349380,0.820140,-1.907080,9.769895,9.988014,11.996067,293.270142
117.8539505,0.804587,-1.963311,9.871590,10.097040,12.130470,292.284363
117.8729630,0.760319,-1.932204,9.888340,10.103997,11.859016,291.479553
117.8919754,0.757328,-1.941776,9.879965,10.097413,11.912227,291.306702
117.9109879,0.728016,-1.980659,9.889536,10.112167,12.045048,290.181549
117.9300156,0.707079,-1.937588,9.992428,10.203079,11.662835,290.048401
117.9490280,0.807578,-1.872384,10.057631,10.262259,11.460989,293.331024
117.9680405,0.906282,-1.821536,9.998409,10.203310,11.501874,296.452057
117.9870529,0.945165,-1.786242,9.859626,10.064602,11.583251,297.884918
118.0060654,1.027717,-1.800001,9.697512,9.916549,12.064768,299.724365
118.0250778,1.045065,-1.825125,9.606585,9.834110,12.348842,299.795410
118.0440979,0.997807,-1.912464,9.692128,9.929275,12.547452,297.552795
118.0631104,0.995414,-1.976472,9.858429,10.103757,12.651797,296.731293
118.0821228,0.906282,-1.956731,9.879965,10.112559,12.312396,294.851746
118.1011353,0.784248,-1.864607,9.778270,9.985308,11.687861,292.811462
118.1201553,0.647857,-1.858027,9.583255,9.783187,11.603287,289.222626
118.1391678,0.592822,-1.863411,9.421740,9.622521,11.725009,287.647858
118.1581879,0.593420,-1.824527,9.508479,9.700114,11.407863,288.016907
118.1772003,0.634098,-1.886741,9.922438,10.120111,11.343002,288.576538
118.1962128,0.736391,-1.947758,10.284351,10.493041,11.446165,290.710175
118.2152252,0.791426,-1.931606,10.276575,10.486442,11.482127,292.280121
118.2342377,0.802194,-1.901696,10.021739,10.232068,11.637298,292.871521
118.2532501,0.767498,-1.935794,9.711270,9.932025,12.102681,291.627197
118.2722702,0.789033,-1.976472,9.546764,9.781090,12.566789,291.762543
118.2912827,0.781855,-1.950150,9.616755,9.843595,12.324178,291.846863
118.3103027,0.741775,-1.889732,9.873982,10.080518,11.618168,291.431458
118.3293152,0.765105,-1.854438,10.091729,10.289185,11.242899,292.420105
118.3483276,0.862014,-1.844866,10.115658,10.318582,11.381727,295.044342
118.3673401,0.901496,-1.755734,9.900902,10.095699,11.273582,297.178619
118.3863602,0.880559,-1.680958,9.686146,9.870280,11.084538,297.647491
118.4053726,0.858425,-1.664806,9.708280,9.887323,10.920324,297.277008
118.4243851,0.841675,-1.775474,9.900304,10.093401,11.225388,295.363586
118.4433975,0.887737,-1.910071,10.087543,10.305094,11.793946,294.927429
118.4624100,0.911665,-1.952543,10.123434,10.350241,12.016736,295.028412
118.4814224,0.862613,-1.953141,9.966106,10.192259,12.092317,293.828827
118.5004425,0.839283,-1.954936,9.722636,9.952680,12.342772,293.234558
118.5194626,0.829711,-1.936990,9.540782,9.770715,12.454618,293.187927
118.5384750,0.803390,-1.931008,9.624531,9.849154,12.260094,292.589600
118.5574875,0.806381,-1.972882,9.994222,10.218952,12.038287,292.231445
118.5764999,0.844068,-1.984248,10.246665,10.471095,11.883951,293.044128
118.5955124,0.894317,-1.897508,10.213165,10.426365,11.606666,295.235046
118.6145325,0.827318,-1.798804,9.978668,10.173199,11.222703,294.698975
118.6335449,0.842872,-1.798206,9.700503,9.901704,11.570045,295.113861
118.6525574,0.857229,-1.872982,9.557532,9.776979,12.162298,294.592682
118.6715698,0.885344,-1.893321,9.540782,9.767037,12.356568,295.061462
118.6905823,0.818944,-1.865205,9.828519,10.037402,11.709404,293.704529
118.7096024,0.835095,-1.892723,10.106685,10.316242,11.568223,293.807739
118.7286224,0.870987,-1.921437,10.245468,10.460409,11.635079,294.384796
118.7476349,0.882952,-1.907678,10.015758,10.233974,11.853166,294.836639
118.7666473,0.887737,-1.895714,9.637094,9.861814,12.254882,295.093048
118.7856598,0.928415,-1.935794,9.401999,9.644005,12.862777,295.622589
118.8046722,0.896112,-1.954936,9.372686,9.616239,12.922668,294.625977
118.8236847,0.836291,-1.872384,9.660423,9.875676,11.984527,294.067719
118.8426971,0.851247,-1.836491,10.129416,10.329685,11.300678,294.868561
118.8617172,0.873978,-1.825724,10.452448,10.646632,10.959751,295.580566
118.8807297,0.792024,-1.793421,10.369297,10.553008,10.706549,293.827576
118.8997421,0.741177,-1.822733,9.924232,10.117414,11.214523,292.128113
118.9187622,0.723231,-1.856830,9.477372,9.684599,11.873997,291.280792
118.9377747,0.726820,-1.901696,9.276375,9.497149,12.378285,290.916626
118.9567871,0.739382,-1.978864,9.486943,9.719295,12.553409,290.487671
118.9758072,0.686740,-2.027917,9.809377,10.040316,12.312556,288.708313
118.9948196,0.623928,-2.024926,10.107283,10.326992,11.839907,287.125336
119.0138321,0.595215,-2.006980,10.228121,10.440148,11.566929,286.518890
119.0328445,0.619143,-1.978266,10.114461,10.324689,11.582009,287.378693
119.0518570,0.652044,-1.898705,9.911670,10.112934,11.450002,288.953247
119.0708694,0.672981,-1.841875,9.781260,9.975894,11.336506,290.071198
119.0898895,0.646660,-1.840081,9.637691,9.833065,11.440570,289.363037
119.1089096,0.606581,-1.784447,9.693923,9.875442,11.002403,288.774261
119.1279221,0.677169,-1.770689,10.000802,10.178897,10.733665,290.928467
119.1469345,0.799801,-1.870589,10.048658,10.252527,11.445115,293.149933
119.1659470,0.866800,-1.916053,10.028918,10.247039,11.842953,294.341431
119.1849594,0.860220,-1.826322,9.929018,10.132168,11.492725,295.221008
119.2039795,0.895514,-1.843072,9.675379,9.889985,11.957755,295.914246
119.2229919,0.872782,-1.811367,9.364909,9.578325,12.117592,295.726440
119.2420044,0.926621,-2.090131,9.848260,10.110168,13.069969,293.909210
119.2610168,0.969691,-2.213361,10.025329,10.312444,13.551824,293.658600
119.2800293,0.834497,-2.063211,9.826126,10.075018,12.761984,292.021606
119.2990494,0.734597,-1.949552,9.639486,9.862053,12.195629,290.646545
119.3180695,0.690928,-1.891526,9.617950,9.826507,11.825534,290.065979
119.3370819,0.693919,-1.886142,9.709476,9.915291,11.694367,290.198761
119.3560944,0.610768,-1.785046,9.768699,9.949216,10.931027,288.888794
119.3751068,0.438485,-1.663610,9.713663,9.864842,10.043731,284.765869
119.3941193,0.501296,-1.820938,9.671191,9.853885,11.050168,285.391998
119.4131317,0.580260,-1.922035,9.667004,9.873291,11.732804,286.798981
119.4321442,0.621536,-1.962713,9.692726,9.908959,11.991613,287.571533
119.4511642,0.683749,-1.925624,9.814760,10.025221,11.760852,289.548889
119.4701767,0.696311,-1.816152,9.884152,10.073715,11.132751,290.976776
119.4891891,0.726222,-1.773082,9.810573,9.995927,11.050987,292.273102
119.5082092,0.854836,-1.787439,9.702297,9.902538,11.541848,295.559296
119.5272217,0.987039,-1.819742,9.698709,9.917190,12.048991,298.475677
119.5462341,1.103689,-1.873580,9.741181,9.980934,12.583666,300.501495
119.5652542,1.122234,-1.862214,9.803992,10.042187,12.504070,301.074615
119.5842667,1.049851,-1.809572,9.858429,10.077964,11.981039,300.120819
119.6032791,0.955933,-1.892723,9.948758,10.172217,12.031703,296.796387
119.6222916,0.926621,-1.980659,9.991231,10.227724,12.345184,295.071808
119.6413040,0.866202,-1.995016,9.878170,10.114773,12.417082,293.469666
119.6603165,0.747159,-1.918446,9.723235,9.938811,11.955250,291.278961
119.6793365,0.647857,-1.869991,9.660423,9.861053,11.577433,289.108612
119.6983490,0.554537,-1.875973,9.678370,9.874088,11.426823,286.467651
119.7173691,0.512064,-1.905883,9.750752,9.948456,11.441655,285.038818
119.7363815,0.520439,-1.952543,9.957133,10.160108,11.471881,284.924866
119.7553940,0.597009,-1.911267,10.228719,10.422862,11.075974,287.346863
119.7744064,0.669392,-1.837090,10.325029,10.508531,10.723099,290.020538
119.7934265,0.803988,-1.822134,10.256236,10.447820,10.989297,293.808716
119.8124390,0.976272,-1.867000,10.051051,10.269490,11.838625,297.605499
119.8314514,1.058824,-1.845464,9.848260,10.075469,12.190940,299.844788
119.8504639,1.093520,-1.833500,9.685548,9.918032,12.430066,300.812317
119.8694763,1.051047,-1.804188,9.602397,9.826791,12.267811,300.223358
119.8884888,1.000798,-1.806581,9.717851,9.934886,11.998170,298.985291
119.9075165,1.021735,-1.854438,10.053444,10.273977,11.892837,298.853333
119.9265289,1.104886,-1.889133,10.311271,10.540963,11.982915,300.321808
119.9455414,1.144367,-1.867598,10.328619,10.558309,11.972960,301.497803
119.9645538,1.113859,-1.881955,10.180264,10.412502,12.123773,300.619720
119.9835663,1.101297,-1.938785,9.970892,10.217163,12.605358,299.598083
120.0025787,1.023530,-1.964507,9.759128,10.007371,12.788455,297.520020
120.0215912,0.893121,-1.971686,9.573085,9.814742,12.740693,294.369263
120.0406113,0.749552,-1.905285,9.527621,9.745128,12.128048,291.475006
120.0596237,0.635893,-1.875973,9.726226,9.925880,11.511273,288.724945
120.0786362,0.394816,-1.996212,9.966704,10.172313,11.539373,281.187714
120.0976486,0.318245,-1.997409,10.086944,10.287728,11.338400,279.052795
120.1166687,0.339781,-1.882553,10.185648,10.363729,10.636820,280.231140
120.1356812,0.466600,-1.833500,10.224531,10.398100,10.483401,284.277893
120.1547012,0.672383,-1.838884,10.051051,10.239982,11.023231,290.084808
120.1737137,0.799801,-1.840679,9.699306,9.904762,11.690373,293.485626
120.1927261,0.923630,-1.866402,9.514461,9.739687,12.345679,296.329498
120.2117386,1.042074,-1.944767,9.594621,9.845038,12.950492,298.183960
120.2307510,1.131805,-1.976472,9.853045,10.112860,13.015658,299.797150
120.2497635,1.152144,-1.924428,9.993624,10.242235,12.649786,300.908722
120.2687836,1.176072,-1.860420,10.034900,10.273438,12.370923,302.299194
120.2877960,1.154537,-1.835893,9.969097,10.202272,12.273290,302.164520
120.3068161,1.049851,-1.833500,9.750154,9.976443,12.226597,299.795197
120.3258286,0.887737,-1.829911,9.419945,9.637012,12.183790,295.879211
120.3448410,0.835693,-1.905285,9.556933,9.780770,12.281417,293.683136
120.3638535,0.777069,-2.005185,9.762118,9.996178,12.423243,291.182831
120.3828735,0.738784,-2.028515,9.865009,10.098469,12.344002,290.011597
120.4018860,0.655633,-1.975873,9.929616,10.145502,11.840939,288.356842
120.4208984,0.566501,-1.956133,9.987641,10.193152,11.524802,286.151154
120.4399109,0.580858,-2.076372,9.997811,10.227656,12.169817,285.628784
120.4589233,0.695713,-2.050649,9.929018,10.162410,12.303168,288.740265
120.4779358,0.716650,-1.841875,9.920643,10.115594,11.266906,291.260376
120.4969482,0.844068,-1.911865,9.884750,10.103266,11.938059,293.820953
120.5159760,0.999003,-1.946561,9.784252,10.025902,12.605061,297.167542
120.5349884,1.058824,-1.901696,9.877572,10.114543,12.426925,299.108124
120.5540009,1.106681,-1.852045,10.064212,10.292870,12.099569,300.860229
120.5730133,1.119841,-1.844268,10.217951,10.443270,11.923455,301.266144
120.5920258,1.153939,-1.837688,10.283155,10.509613,11.915733,302.125946
120.6110382,1.124028,-1.862812,10.228719,10.457542,12.007940,301.106964
120.6300583,1.130010,-1.926222,10.062417,10.307255,12.513215,300.397858
120.6490707,1.050449,-1.962713,9.856635,10.104897,12.726811,298.155823
120.6680832,0.980459,-2.043471,9.799805,10.058491,13.022450,295.631744
120.6870956,0.920639,-2.085345,9.774082,10.036380,13.127939,293.820496
120.7061081,0.882353,-2.099104,9.879965,10.138959,12.978212,292.799347
120.7251282,0.831506,-2.098505,10.056436,10.306649,12.650768,291.615326
120.7441483,0.693919,-2.026123,10.087543,10.312381,11.986302,288.905609
120.7631607,0.585643,-1.968695,9.993624,10.202512,11.614080,286.566589
120.7821732,0.549153,-1.878964,9.909277,10.100784,11.174839,286.291718
120.8011856,0.585045,-1.814358,9.921839,10.103319,10.876088,287.872070
120.8201981,0.659821,-1.804188,10.012766,10.195388,10.860820,290.088287
120.8392105,0.811765,-1.858027,10.107881,10.309242,11.342846,293.600342
120.8582306,0.897907,-1.877169,10.145568,10.356764,11.590681,295.563202
120.8772430,0.972084,-1.864607,10.049257,10.266902,11.818500,297.534576
120.8962555,1.035494,-1.905285,9.870394,10.105792,12.390833,298.523407
120.9152679,1.102493,-1.971088,9.761520,10.019379,13.026981,299.219696
120.9342880,1.186242,-2.052444,9.699306,9.984800,13.734297,300.026428
120.9533005,1.210170,-2.032105,9.622736,9.909138,13.808896,300.774872
120.9723206,1.114457,-1.992025,9.568299,9.836795,13.417525,299.225250
120.9913330,0.995414,-1.977668,9.598808,9.850845,12.988625,296.717346
121.0103455,0.932004,-1.976472,9.754341,9.996111,12.627060,295.246216
121.0293579,0.890130,-1.962713,9.993026,10.222775,12.170190,294.395264
121.0483704,0.895514,-1.860420,10.097712,10.306643,11.556245,295.703857
121.0673828,0.833899,-1.783849,10.004990,10.196927,11.134396,295.054749
121.0864029,0.759123,-1.792224,9.770494,9.962474,11.266330,292.955811
121.1054153,0.804587,-1.852643,9.488140,9.700745,12.017605,293.474884
121.1244278,0.869193,-1.928615,9.425926,9.660390,12.649131,294.260254
121.1434479,0.889532,-2.009971,9.655040,9.902073,12.825061,293.872253
121.1624603,0.878166,-2.038087,10.025329,10.268018,12.481842,293.310120
121.1814728,0.811765,-2.014757,10.185050,10.414099,12.038991,291.944977
121.2004929,0.807578,-1.972284,10.127024,10.348850,11.884398,292.267303
121.2195053,0.885344,-1.929811,9.945169,10.169287,12.051216,294.644348
121.2385178,0.934995,-1.887339,9.774680,9.999032,12.160142,296.354004
121.2575302,0.949352,-1.904687,9.757333,9.986723,12.304049,296.493011
121.2765427,0.996611,-1.933999,9.763913,10.003379,12.561922,297.262543
121.2955551,0.964906,-1.962713,9.793225,10.034469,12.589025,296.179596
121.3145676,0.945165,-1.969293,9.801600,10.042051,12.563507,295.638733
121.3335953,0.856631,-1.971686,9.782457,10.015879,12.393968,293.483307
121.3526077,0.787239,-1.956731,9.750154,9.975673,12.206149,291.916077
121.3716202,0.754337,-1.954936,9.691530,9.915471,12.200235,291.099762
